,Date,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y
0,2007-11-09,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000,28.120001000000002,28.245001000000002,27.540001,27.57,23.825267999999998,1712800
1,2007-11-12,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000,27.495001000000002,27.764999,26.6,26.66,23.038872,1983400
2,2007-11-13,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000,26.615,26.915001,26.25,26.6,22.987022,2634200
3,2007-11-14,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000,26.690001000000002,27.0,26.530001000000002,26.57,22.961098,985000
4,2007-11-15,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000,26.389999,26.495001000000002,25.889999,26.07,22.529010999999997,1252800
5,2007-11-16,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000,26.209999,26.280001000000002,25.785,26.059998999999998,22.520369,1432000
6,2007-11-19,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000,25.92,26.035,25.68,25.805,22.300003,1633600
7,2007-11-20,1434.51001,1452.640015,1419.280029,1439.699951,1439.699951,4875150000,25.915001,26.235001,25.66,25.995001000000002,22.464195,1519800
8,2007-11-21,1434.709961,1436.400024,1415.640015,1416.77002,1416.77002,4076230000,25.75,25.9,25.525,25.535,22.066677,1075400
9,2007-11-23,1417.619995,1440.859985,1417.619995,1440.699951,1440.699951,1612720000,25.545,26.125,25.545,26.08,22.537653,316200
10,2007-11-26,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000,26.040001,26.205,25.450001,25.450001,21.993225,834600
11,2007-11-27,1409.589966,1429.48999,1407.430054,1428.22998,1428.22998,4320720000,25.620001000000002,25.98,25.385,25.715,22.222231,1280000
12,2007-11-28,1432.949951,1471.619995,1432.949951,1469.02002,1469.02002,4508020000,25.860001,27.0,25.799999,26.945,23.28516,939400
