,Date,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y
0,2007-11-09,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000,39.033546,39.672523,38.81789000000001,39.065495,31.408384,2608100
1,2007-11-12,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000,38.977634,39.936104,38.825878,39.145367,31.472603000000003,3077900
2,2007-11-13,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000,39.392971,39.80032,39.265175,39.616615,31.851485999999998,2583700
3,2007-11-14,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000,39.82428,40.559104999999995,39.400959,39.944088,32.114761,2295400
4,2007-11-15,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000,39.736422999999995,40.383385,39.297123,39.448883,31.716634999999997,2782900
5,2007-11-16,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000,39.816296,39.92012800000001,38.546326,38.977634,31.337749,2299500
6,2007-11-19,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000,38.690094,38.90575,38.178913,38.434505,30.901077,2485400
7,2007-11-20,1434.51001,1452.640015,1419.280029,1439.699951,1439.699951,4875150000,38.41853,39.784344,38.41853,39.552715,31.800114,4157300
8,2007-11-21,1434.709961,1436.400024,1415.640015,1416.77002,1416.77002,4076230000,39.145367,39.257187,38.370605,38.370605,30.849698999999998,2231600
9,2007-11-23,1417.619995,1440.859985,1417.619995,1440.699951,1440.699951,1612720000,38.546326,38.961662,38.362621000000004,38.897762,31.273522999999997,804100
10,2007-11-26,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000,38.825878,40.023959999999995,38.602238,38.913738,31.28637100000001,3477600
11,2007-11-27,1409.589966,1429.48999,1407.430054,1428.22998,1428.22998,4320720000,38.87380200000001,39.92012800000001,38.87380200000001,39.664536,31.890015000000002,2565500
