,Date,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y
0,2007-11-09,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000,26.1,26.82,25.75,26.370001000000002,21.815025,4920100
1,2007-11-12,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000,26.07,26.59,25.0,25.120001000000002,20.780939,5101300
2,2007-11-13,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000,25.42,26.690001000000002,25.299999,26.51,21.930838,4688300
3,2007-11-14,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000,26.700001,27.15,26.450001,26.540001,21.955658,3935000
4,2007-11-15,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000,26.450001,27.1,26.110001,26.4,21.83984,3832000
5,2007-11-16,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000,26.43,26.76,26.15,26.57,21.980476,3946200
6,2007-11-19,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000,26.33,27.280001000000002,26.0,26.360001,21.806749,3843200
7,2007-11-20,1434.51001,1452.640015,1419.280029,1439.699951,1439.699951,4875150000,26.41,26.809998999999998,24.99,25.24,20.880207000000002,4371200
8,2007-11-21,1434.709961,1436.400024,1415.640015,1416.77002,1416.77002,4076230000,25.02,25.559998999999998,24.91,25.26,20.896755,3348900
9,2007-11-23,1417.619995,1440.859985,1417.619995,1440.699951,1440.699951,1612720000,25.360001,25.66,25.040001,25.389999,21.004301,631200
10,2007-11-26,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000,25.33,26.559998999999998,25.290001,25.709999,21.269022,3010100
11,2007-11-27,1409.589966,1429.48999,1407.430054,1428.22998,1428.22998,4320720000,25.780001000000002,26.4,25.309998999999998,26.35,21.798479,3723900
12,2007-11-28,1432.949951,1471.619995,1432.949951,1469.02002,1469.02002,4508020000,26.6,28.559998999999998,26.530001000000002,28.07,23.221373,6315400
13,2007-11-29,1467.410034,1473.810059,1458.359985,1469.719971,1469.719971,3524730000,28.01,28.700001,27.91,28.190001000000002,23.320646,2928000
14,2007-11-30,1471.829956,1488.939941,1470.890015,1481.140015,1481.140015,4422200000,28.530001000000002,28.969998999999998,27.299999,27.629998999999998,22.85738,5114700
15,2007-12-03,1479.630005,1481.160034,1470.079956,1472.420044,1472.420044,3323250000,27.549999,28.110001,27.16,27.66,22.882193,4932200
16,2007-12-04,1471.339966,1471.339966,1460.660034,1462.790039,1462.790039,3343620000,27.66,28.5,27.4,28.23,23.353739,4283100
17,2007-12-05,1465.219971,1486.089966,1465.219971,1485.01001,1485.01001,3663660000,30.030001000000002,30.940001000000002,29.59,30.42,25.165449,8895100
18,2007-12-06,1484.589966,1508.02002,1482.189941,1507.339966,1507.339966,3568570000,30.690001000000002,30.690001000000002,29.639999,30.290001,25.057907,3555000
19,2007-12-07,1508.599976,1510.630005,1502.660034,1504.660034,1504.660034,3177710000,30.299999,31.469998999999998,30.25,31.469998999999998,26.034079000000002,3501600
20,2007-12-10,1505.109985,1518.27002,1504.959961,1515.959961,1515.959961,2911760000,31.58,31.639999,31.0,31.530001000000002,26.083719,4076200
21,2007-12-11,1516.680054,1523.569946,1475.98999,1477.650024,1477.650024,4080180000,31.6,31.700001,29.73,30.18,24.966904,6404600
